Feature,# NaN,% NaN,% Zero,Dtype,# Count,# Unique,# Dupes,Min,Max,Spread,Mean,Median,Std Dev,Kurtosis (3),Skew (0)
Nitrous oxide (N2O) emissions from Transport (Energy) (Mt CO2e),20,2.083,0.0,float64,940,447,188,0.0,0.809,0.809,0.043,0.012,0.112,23.768,4.805
Nitrous oxide (N2O) emissions from Waste (Mt CO2e),20,2.083,1.458,float64,940,792,102,0.0,2.164,2.164,0.208,0.112,0.32,13.168,3.339
Total greenhouse gas emissions excluding LULUCF (% change from 1990),20,2.083,0.0,float64,940,940,0,-31.292,9698.486,9729.778,251.09,86.445,1030.152,51.04,7.117
Total greenhouse gas emissions excluding LULUCF (Mt CO2e),20,2.083,0.0,float64,940,938,2,0.147,608.852,608.7049999999999,44.657,18.303,97.304,18.641,4.255
Total greenhouse gas emissions per capita excluding LULUCF (t CO2e/capita),20,2.083,0.0,float64,940,940,0,0.414,19.624,19.209999999999997,2.636,1.536,2.919,7.622,2.688
"Contributing family workers, female (% of female employment) (modeled ILO estimate)",21,2.188,0.0,float64,939,939,0,0.447,76.901,76.454,22.017,17.554,17.697,-0.061,0.822
"Contributing family workers, male (% of male employment) (modeled ILO estimate)",21,2.188,0.0,float64,939,939,0,0.288,40.116,39.828,11.361,9.862,8.755,-0.042,0.834
"Contributing family workers, total (% of total employment) (modeled ILO estimate)",21,2.188,0.0,float64,939,939,0,0.43,48.721,48.291,16.188,13.79,12.518,-0.477,0.701
"Employers, female (% of female employment) (modeled ILO estimate)",21,2.188,0.0,float64,939,939,0,0.064,10.282,10.218,2.024,1.307,2.063,3.71,1.883
"Employers, male (% of male employment) (modeled ILO estimate)",21,2.188,0.0,float64,939,939,0,0.155,26.382,26.227,4.076,2.765,4.252,12.415,3.138
"Employers, total (% of total employment) (modeled ILO estimate)",21,2.188,0.0,float64,939,939,0,0.134,18.644,18.509999999999998,3.19,2.318,3.137,8.891,2.606
Employment in agriculture (% of total employment) (modeled ILO estimate),21,2.188,0.0,float64,939,939,0,5.318,90.784,85.46600000000001,48.494,47.613,20.105,-0.908,-0.134
"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",21,2.188,0.0,float64,939,939,0,2.999,96.214,93.215,50.128,52.542,22.988,-1.001,-0.192
"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",21,2.188,0.0,float64,939,939,0,6.621,84.925,78.304,47.094,47.16,18.724,-0.824,-0.128
Employment in industry (% of total employment) (modeled ILO estimate),21,2.188,0.0,float64,939,939,0,2.47,34.851,32.381,13.429,12.681,6.662,0.305,0.788
"Employment in industry, female (% of female employment) (modeled ILO estimate)",21,2.188,0.0,float64,939,939,0,0.399,38.604,38.205,9.722,8.061,7.271,1.372,1.223
"Employment in industry, male (% of male employment) (modeled ILO estimate)",21,2.188,0.0,float64,939,939,0,4.221,37.922,33.70099999999999,16.413,15.764,7.475,-0.374,0.535
Employment in services (% of total employment) (modeled ILO estimate),21,2.188,0.0,float64,939,939,0,6.747,72.529,65.782,38.077,37.02,14.956,-0.86,0.18
"Employment in services, female (% of female employment) (modeled ILO estimate)",21,2.188,0.0,float64,939,939,0,3.03,86.348,83.318,40.149,39.363,18.665,-0.659,0.296
"Employment in services, male (% of male employment) (modeled ILO estimate)",21,2.188,0.0,float64,939,939,0,10.756,66.359,55.602999999999994,36.493,36.514,13.138,-0.806,0.257
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",21,2.188,0.0,float64,939,925,14,12.427,85.129,72.702,52.833,54.696,16.904,-0.539,-0.365
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",21,2.188,0.0,float64,939,928,11,21.295,89.892,68.597,65.635,66.803,13.707,0.522,-0.645
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",21,2.188,0.0,float64,939,930,9,20.047,85.84,65.793,59.121,61.256,14.753,-0.378,-0.41
"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",21,2.188,0.0,float64,939,932,7,6.674,74.028,67.354,36.508,36.087,17.817,-1.088,0.106
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",21,2.188,0.0,float64,939,928,11,11.149,81.459,70.31,41.809,39.981,17.693,-0.988,0.204
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",21,2.188,0.0,float64,939,928,11,9.369,74.847,65.478,39.165,37.426,17.326,-1.068,0.16
"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",21,2.188,0.0,float64,939,931,8,7.68,79.748,72.06800000000001,42.151,42.865,16.846,-0.924,0.058
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",21,2.188,0.0,float64,939,929,10,15.981,82.019,66.03800000000001,47.563,46.558,16.491,-0.93,0.103
"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)",21,2.188,0.0,float64,939,935,4,14.674,79.642,64.96799999999999,44.864,43.75,16.198,-0.982,0.103
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",21,2.188,0.0,float64,939,921,18,14.451,87.165,72.714,57.627,58.173,15.988,-0.22,-0.533
"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",21,2.188,0.0,float64,939,923,15,14.594,88.523,73.929,59.054,60.005,16.001,-0.049,-0.606
"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",21,2.188,0.0,float64,939,928,11,23.579,90.244,66.66499999999999,70.603,71.873,12.19,2.417,-1.104
"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",21,2.188,0.0,float64,939,925,14,23.645,90.873,67.22800000000001,71.5,72.299,12.12,2.84,-1.196
"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",21,2.188,0.0,float64,939,923,16,23.091,88.349,65.25800000000001,63.999,65.579,13.471,0.325,-0.655
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",21,2.188,0.0,float64,939,933,6,23.068,89.428,66.36,65.203,66.474,13.404,0.619,-0.749
"Labor force, female (% of total labor force)",21,2.188,0.0,float64,939,939,0,19.686,54.347,34.661,45.275,47.16,5.471,2.748,-1.596
"Labor force, total",21,2.188,0.0,float64,939,939,0,21987.0,110183277.0,110161290.0,8512002.604,4047417.0,14315744.386,18.37,3.899
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),21,2.188,0.0,float64,939,939,0,23.44,104.182,80.742,80.915,83.386,14.734,1.623,-1.286
"Self-employed, female (% of female employment) (modeled ILO estimate)",21,2.188,0.0,float64,939,939,0,11.536,98.567,87.03099999999999,75.793,85.532,22.484,0.539,-1.272
"Self-employed, male (% of male employment) (modeled ILO estimate)",21,2.188,0.0,float64,939,939,0,13.793,92.386,78.59299999999999,63.502,68.204,19.767,-0.564,-0.672
"Self-employed, total (% of total employment) (modeled ILO estimate)",21,2.188,0.0,float64,939,939,0,14.129,94.745,80.616,69.04,76.583,20.898,-0.216,-0.942
"Tuberculosis case detection rate (%, all forms)",21,2.188,0.0,float64,939,81,68,14.0,120.0,106.0,56.204,56.0,15.365,0.251,0.204
"Unemployment, female (% of female labor force) (modeled ILO estimate)",21,2.188,0.0,float64,939,903,34,0.216,36.984,36.768,9.421,5.524,8.498,0.085,1.105
"Unemployment, male (% of male labor force) (modeled ILO estimate)",21,2.188,0.0,float64,939,893,45,0.39,33.828,33.438,7.509,4.867,6.35,1.371,1.353
"Unemployment, total (% of total labor force) (modeled ILO estimate)",21,2.188,0.0,float64,939,910,27,0.316,35.359,35.043,8.276,5.09,7.11,0.684,1.211
"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",21,2.188,0.0,float64,939,923,16,0.155,69.786,69.631,16.377,8.995,15.49,0.247,1.15
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",21,2.188,0.0,float64,939,917,22,0.537,60.312,59.775,14.033,8.675,12.927,0.973,1.356
"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",21,2.188,0.0,float64,939,918,19,0.414,64.652,64.238,14.973,8.938,13.889,0.708,1.272
"Vulnerable employment, female (% of female employment) (modeled ILO estimate)",21,2.188,0.0,float64,939,939,0,9.306,98.4,89.09400000000001,73.769,83.708,23.084,0.373,-1.224
"Vulnerable employment, male (% of male employment) (modeled ILO estimate)",21,2.188,0.0,float64,939,939,0,7.301,91.408,84.107,59.426,64.092,20.653,-0.564,-0.623
"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",21,2.188,0.0,float64,939,939,0,8.826,93.991,85.16499999999999,65.85,73.404,21.708,-0.294,-0.896
"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",21,2.188,0.0,float64,939,939,0,1.433,88.463,87.02999999999999,24.207,14.468,22.484,0.539,1.272
"Wage and salaried workers, male (% of male employment) (modeled ILO estimate)",21,2.188,0.0,float64,939,939,0,7.614,86.207,78.59299999999999,36.498,31.796,19.767,-0.564,0.672
"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",21,2.188,0.0,float64,939,939,0,5.255,85.871,80.616,30.96,23.417,20.898,-0.216,0.942
GDP (constant 2015 US$),24,2.5,0.0,float64,936,936,0,165126275.795,550647684655.998,550482558380.203,32509586129.28,10524832124.445,77515397795.435,20.672,4.474
GDP (constant LCU),24,2.5,0.0,float64,936,936,0,1810069200.0,285308978434800.0,285307168365600.0,13761838496223.31,1838036234850.0,35132495192604.266,23.487,4.427
GDP (current LCU),24,2.5,0.0,float64,936,936,0,897000000.0,298354633365100.0,298353736365100.0,15859286650964.74,2583474622600.0,37241966889415.39,15.712,3.73
GDP (current US$),24,2.5,0.0,float64,936,936,0,114582283.916,574183763411.508,574069181127.592,32835375883.689,11318985896.515,77640483722.322,19.361,4.36
GDP deflator (base year varies by country),24,2.5,0.0,float64,936,902,1,3.936,462510.922,462506.98600000003,989.187,100.6,16128.463,726.503,26.038
GDP deflator: linked series (base year varies by country),24,2.5,0.0,float64,936,902,1,6.169,462510.922,462504.753,989.46,100.6,16128.447,726.504,26.038
GDP per capita (constant 2015 US$),24,2.5,0.0,float64,936,936,0,253.531,19481.646,19228.115,2149.479,1071.045,2883.21,9.34,2.873
GDP per capita (constant LCU),24,2.5,0.0,float64,936,936,0,311.377,16922047.322,16921735.945,843172.801,239232.04,2124123.218,28.706,5.019
GDP per capita (current LCU),24,2.5,0.0,float64,936,936,0,284.14,16251478.304,16251194.163999999,914666.221,279163.648,2022880.196,18.874,4.039
GDP per capita (current US$),24,2.5,0.0,float64,936,936,0,125.195,19141.512,19016.317,2263.983,1027.049,3091.256,8.209,2.731
"GDP per capita, PPP (current international $)",24,2.5,0.0,float64,936,936,0,455.868,34219.061,33763.193,4892.412,2674.559,5818.374,6.198,2.444
"GDP, PPP (current international $)",24,2.5,0.0,float64,936,936,0,342368284.97,1414565464577.29,1414223096292.32,77276450530.883,25520150386.128,170648438666.025,21.278,4.389
GDP: linked series (current LCU),24,2.5,0.0,float64,936,936,0,897000000.0,298354633365101.0,298353736365101.0,15908217030118.727,2686312388761.595,37250105436402.63,15.676,3.723
GDP growth (annual %),25,2.604,0.0,float64,935,935,0,-46.082,37.999,84.081,4.052,4.435,5.115,19.168,-1.669
GDP per capita growth (annual %),25,2.604,0.0,float64,935,935,0,-48.429,30.016,78.445,1.528,1.921,4.863,19.831,-1.885
"Inflation, GDP deflator (annual %)",25,2.604,0.0,float64,935,935,0,-26.7,921.536,948.236,10.75,5.539,40.947,313.337,16.004
"Inflation, GDP deflator: linked series (annual %)",25,2.604,0.0,float64,935,935,0,-26.7,921.536,948.236,10.413,5.546,40.655,323.033,16.351
GNI (current LCU),31,3.229,0.0,float64,929,929,0,730700200.0,297101755033100.0,297101024332900.0,15392459859053.945,2537755824700.0,36696137370805.445,16.03,3.761
GNI (current US$),31,3.229,0.0,float64,929,929,0,111486142.041,555021693443.684,554910207301.643,30955947023.104,10540521863.938,74847209668.392,20.282,4.474
GNI per capita (current LCU),31,3.229,0.0,float64,929,929,0,120.368,16183233.595,16183113.227,858288.581,285353.856,1913572.154,22.365,4.351
"GNI per capita, Atlas method (current US$)",31,3.229,0.0,float64,929,378,152,120.0,18700.0,18580.0,2109.322,970.0,2811.575,7.785,2.655
"GNI per capita, PPP (current international $)",31,3.229,0.0,float64,929,540,213,440.0,32850.0,32410.0,4612.906,2580.0,5304.445,6.507,2.439
"GNI, Atlas method (current US$)",31,3.229,0.0,float64,929,929,0,108188329.85,533512166618.064,533403978288.21405,30793709945.972,10475396166.018,75579302565.003,20.521,4.513
"GNI, PPP (current international $)",31,3.229,0.0,float64,929,929,0,333117109.765,1372031892304.3,1371698775194.5352,72896797320.069,24338464104.08,164409690533.999,22.679,4.539
GNI: linked series (current LCU),31,3.229,0.0,float64,929,929,0,730700200.0,297101755033101.0,297101024332901.0,15451154474546.523,2639151219400.0,36707657982311.9,15.982,3.753
Carbon intensity of GDP (kg CO2e per constant 2021 US$ of GDP),32,3.333,0.0,float64,928,928,0,0.06,1.675,1.615,0.35,0.307,0.225,9.721,2.557
Export unit value index (2015 = 100),33,3.438,0.0,float64,927,571,211,44.0,237.4,193.4,110.456,106.8,26.666,1.921,0.8
Import unit value index (2015 = 100),33,3.438,0.0,float64,927,457,220,67.8,222.1,154.3,106.004,104.1,16.037,3.5,0.726
"Personal remittances, received (% of GDP)",33,3.438,11.562,float64,927,817,1,0.0,41.499,41.499,3.542,1.442,5.421,10.456,2.863
"Official exchange rate (LCU per US$, period average)",38,3.958,0.0,float64,922,626,44,0.899,6723052073.338,6723052072.439,7292624.759,370.943,221411901.725,922.0,30.364
Carbon intensity of GDP (kg CO2e per 2021 PPP $),40,4.167,0.0,float64,920,920,0,0.02,0.703,0.6829999999999999,0.125,0.099,0.101,11.597,3.071
"GDP per capita, PPP (constant 2021 international $)",40,4.167,0.0,float64,920,920,0,802.772,39994.616,39191.844000000005,5788.172,3160.582,6605.752,5.641,2.345
"GDP, PPP (constant 2021 international $)",40,4.167,0.0,float64,920,920,0,662765019.549,1274562212859.96,1273899447840.411,88841469275.401,31164693916.127,185108324945.447,17.647,4.084
Mobile cellular subscriptions,40,4.167,0.0,float64,920,737,140,7745.0,224000000.0,223992255.0,12423128.215,3660000.0,24509814.835,28.141,4.665
"Preprimary education, duration (years)",40,4.167,0.0,float64,920,7,7,1.0,7.0,6.0,3.14,3.0,1.067,3.475,1.672
Proportion of seats held by women in national parliaments (%),43,4.479,0.104,float64,917,322,204,0.0,63.75,63.75,19.899,16.667,12.065,0.899,1.088
Access to clean fuels and technologies for cooking  (% of population),48,5.0,1.562,float64,912,392,139,0.0,100.0,100.0,21.249,6.25,27.637,1.21,1.478
"Access to clean fuels and technologies for cooking, rural (% of rural population)",48,5.0,5.0,float64,912,255,90,0.0,100.0,100.0,10.946,1.1,22.368,7.745,2.846
"Access to clean fuels and technologies for cooking, urban (% of urban population)",48,5.0,1.146,float64,912,487,165,0.0,100.0,100.0,32.969,18.0,33.971,-1.043,0.717
"Adolescent fertility rate (births per 1,000 women ages 15-19)",48,5.0,0.0,float64,912,910,2,20.064,204.311,184.247,106.553,107.329,37.579,-0.569,0.089
"Birth rate, crude (per 1,000 people)",48,5.0,0.0,float64,912,889,22,9.6,51.058,41.458,35.482,36.594,7.711,1.008,-0.851
"Death rate, crude (per 1,000 people)",48,5.0,0.0,float64,912,860,44,4.868,20.884,16.016,9.848,9.226,2.833,0.839,0.946
Dimension 3.3: Environmental Statistics,48,5.0,0.0,float64,912,37,31,0.291,1.0,0.7090000000000001,0.715,0.695,0.231,-1.63,-0.003
"Fertility rate, total (births per woman)",48,5.0,0.0,float64,912,822,85,1.32,7.634,6.314,4.741,4.82,1.264,0.036,-0.311
GOAL 13: Climate Action (5 year moving average),48,5.0,36.458,float64,912,5,5,0.0,1.0,1.0,0.512,0.5,0.444,-1.74,-0.06
"Life expectancy at birth, female (years)",48,5.0,0.0,float64,912,883,28,43.356,82.0,38.644,61.539,61.526,6.768,0.591,0.352
"Life expectancy at birth, male (years)",48,5.0,0.0,float64,912,868,43,40.689,72.7,32.011,57.714,58.128,5.712,0.363,-0.098
"Life expectancy at birth, total (years)",48,5.0,0.0,float64,912,895,17,42.125,77.237,35.111999999999995,59.622,59.763,6.19,0.461,0.141
"Mortality rate, adult, female (per 1,000 female adults)",48,5.0,0.0,float64,912,911,1,61.795,701.365,639.57,278.381,260.673,105.795,2.745,1.114
"Mortality rate, adult, male (per 1,000 male adults)",48,5.0,0.0,float64,912,909,3,169.145,768.473,599.328,345.722,317.855,105.278,3.187,1.527
"Mortality rate, infant (per 1,000 live births)",48,5.0,0.0,float64,912,523,236,10.6,127.4,116.80000000000001,53.924,52.4,21.576,-0.196,0.25
"Mortality rate, infant, female (per 1,000 live births)",48,5.0,0.0,float64,912,513,247,9.5,120.0,110.5,48.64,46.85,19.955,-0.091,0.329
"Mortality rate, infant, male (per 1,000 live births)",48,5.0,0.0,float64,912,546,238,11.5,134.4,122.9,58.932,57.4,23.162,-0.265,0.19
"Mortality rate, neonatal (per 1,000 live births)",48,5.0,0.0,float64,912,312,218,7.0,51.6,44.6,28.335,28.6,8.808,-0.152,-0.298
"Mortality rate, under-5 (per 1,000 live births)",48,5.0,0.0,float64,912,659,193,12.3,202.3,190.0,81.347,77.1,37.141,-0.306,0.345
"Mortality rate, under-5, female (per 1,000 live births)",48,5.0,0.0,float64,912,628,207,11.1,193.5,182.4,75.576,70.75,35.707,-0.253,0.416
"Mortality rate, under-5, male (per 1,000 live births)",48,5.0,0.0,float64,912,635,200,13.4,210.7,197.29999999999998,86.821,83.0,38.555,-0.339,0.285
Number of deaths ages 10-14 years,48,5.0,0.0,float64,912,746,87,2.0,36217.0,36215.0,3403.945,2054.5,5582.708,17.071,3.889
Number of deaths ages 15-19 years,48,5.0,0.0,float64,912,778,82,6.0,36607.0,36601.0,4741.576,3022.5,6992.661,8.398,2.863
Number of deaths ages 20-24 years,48,5.0,0.0,float64,912,816,55,5.0,39874.0,39869.0,5465.634,3092.0,7598.643,7.024,2.568
Number of deaths ages 5-9 years,48,5.0,0.0,float64,912,785,75,2.0,81186.0,81184.0,6823.016,4136.0,12378.586,21.472,4.373
Number of infant deaths,48,5.0,0.0,float64,912,885,18,17.0,565847.0,565830.0,44838.501,24676.5,86364.272,23.847,4.653
Number of neonatal deaths,48,5.0,0.0,float64,912,862,36,13.0,275766.0,275753.0,23217.696,12881.5,41895.61,20.792,4.302
Number of under-five deaths,48,5.0,0.0,float64,912,893,12,20.0,899805.0,899785.0,67635.66,38327.0,133293.355,26.407,4.897
Pillar 3 - Data Products - Score,48,5.0,0.0,float64,912,837,71,16.663,89.388,72.72500000000001,59.365,60.769,11.953,-0.079,-0.232
"Prevalence of stunting, height for age (modeled estimate, % of children under 5)",48,5.0,0.0,float64,912,388,245,7.2,61.0,53.8,31.472,31.7,11.086,-0.28,0.008
"Probability of dying among adolescents ages 10-14 years (per 1,000)",48,5.0,0.0,float64,912,137,111,0.9,16.1,15.200000000000001,6.435,6.4,3.03,-0.156,0.332
"Probability of dying among adolescents ages 15-19 years (per 1,000)",48,5.0,0.0,float64,912,195,157,2.2,22.9,20.7,10.529,10.15,4.318,0.038,0.492
"Probability of dying among children ages 5-9 years (per 1,000)",48,5.0,0.0,float64,912,222,174,0.7,29.7,29.0,10.42,9.95,5.589,-0.113,0.455
"Probability of dying among youth ages 20-24 years (per 1,000)",48,5.0,0.0,float64,912,246,193,3.7,31.3,27.6,14.646,14.25,6.205,-0.381,0.306
Scientific and technical journal articles,48,5.0,1.146,float64,912,876,26,0.0,16651.13,16651.13,476.582,58.7,1727.765,42.965,6.201
Sex ratio at birth (male births per female births),48,5.0,0.0,float64,912,51,48,1.003,1.06,0.05700000000000016,1.032,1.032,0.01,0.414,-0.197
Statistical performance indicators (SPI): Pillar 3 data products score  (scale 0-100),48,5.0,0.0,float64,912,837,71,16.663,89.388,72.72500000000001,59.365,60.769,11.953,-0.079,-0.232
"Survival to age 65, female (% of cohort)",48,5.0,0.0,float64,912,912,0,3.729,89.804,86.075,58.855,59.392,12.324,1.28,-0.394
"Survival to age 65, male (% of cohort)",48,5.0,0.0,float64,912,912,0,0.078,77.304,77.226,50.843,52.483,10.977,2.163,-0.976
