Feature,Dtype,# Count,# NaN,# Unique,# Dupes,Min,Max,% NaN,% Zero,Mean,Median,Std Dev,Kurtosis (3),Skew (0)
"Commercial bank branches (per 100,000 adults)",float64,583,212,505,58,0.382,122.766,26.667,0.0,15.28,12.338,14.002,20.144,3.571
"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",float64,303,492,294,1,-20863224000.0,93928121000.0,61.887,1.258,3091663475.248,12505000.0,12824524811.166,24.998,4.73
Commercial service exports (current US$),float64,647,148,644,3,1059451.586,7870818162424.59,18.616,0.0,251563630029.413,9198948728.696,876858265313.266,33.324,5.493
Commercial service imports (current US$),float64,652,143,649,3,25656886.012,7259284686853.008,17.987,0.0,237556951008.656,9484963541.816,785171522179.193,32.762,5.368
"Communications, computer, etc. (% of service exports, BoP)",float64,635,160,634,1,1.124,95.929,20.126,0.0,41.757,42.075,21.871,-0.64,0.122
"Communications, computer, etc. (% of service imports, BoP)",float64,642,153,639,3,1.853,86.372,19.245,0.0,39.631,40.257,16.709,-0.363,0.081
Compensation of employees (% of expense),float64,305,490,267,31,4.843,62.017,61.635,0.0,23.484,20.631,12.316,0.005,0.764
Compensation of employees (current LCU),float64,241,554,241,0,103206876.9,780983772087345.0,69.686,0.0,6992815163159.747,103379000000.0,56355306634512.05,157.608,12.16
Compilation of government finance statistics,float64,573,222,3,3,0.0,1.0,27.925,34.088,0.428,0.5,0.443,-1.667,0.284
Compilation of monetary and financial statistics,float64,579,216,2,2,0.0,1.0,27.17,9.182,0.874,1.0,0.332,3.113,-2.259
Completeness of birth registration (%),float64,39,756,6,1,44.8,100.0,95.094,0.0,96.7,100.0,10.433,16.776,-3.901
"Completeness of birth registration, female (%)",float64,4,791,4,0,44.2,89.4,99.497,0.0,73.618,80.435,20.62,1.926,-1.483
"Completeness of birth registration, male (%)",float64,4,791,4,0,45.3,88.8,99.497,0.0,73.482,79.915,20.06,1.271,-1.355
"Completeness of birth registration, rural (%)",float64,4,791,4,0,29.7,87.5,99.497,0.0,65.225,71.85,24.816,2.701,-1.447
"Completeness of birth registration, urban (%)",float64,4,791,4,0,68.0,93.3,99.497,0.0,82.75,84.85,11.214,-0.519,-0.835
"Compulsory education, duration (years)",float64,728,67,17,16,0.0,17.0,8.428,0.755,9.913,10.0,2.403,1.631,-0.328
"Computer, communications and other services (% of commercial service exports)",float64,636,159,633,3,0.904,95.861,20.0,0.0,39.108,39.866,22.434,-0.768,0.105
"Computer, communications and other services (% of commercial service imports)",float64,642,153,638,4,0.421,87.759,19.245,0.0,37.449,37.664,17.492,-0.362,0.151
Consumer price index (2010 = 100),float64,512,283,512,0,99.399,38796.557,35.597,0.0,472.228,142.346,2537.49,133.05,10.887
Container port traffic (TEU: 20 foot equivalent units),float64,250,545,243,7,22117.0,846504313.0,68.553,0.0,58998570.144,4375337.0,138623166.927,9.872,3.046
"Contraceptive prevalence, any method (% of married women ages 15-49)",float64,7,788,7,0,11.0,72.8,99.119,0.0,42.843,49.7,23.996,-1.417,-0.25
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",float64,7,788,6,1,10.0,59.8,99.119,0.0,36.629,42.7,19.578,-1.368,-0.37
"Contributing family workers, female (% of female employment) (modeled ILO estimate)",float64,701,94,694,6,0.003,68.252,11.824,0.0,11.671,5.594,14.043,2.57,1.616
"Contributing family workers, male (% of male employment) (modeled ILO estimate)",float64,701,94,694,6,0.002,37.121,11.824,0.0,5.453,2.784,6.556,3.015,1.708
"Contributing family workers, total (% of total employment) (modeled ILO estimate)",float64,701,94,693,6,0.002,50.747,11.824,0.0,7.83,3.896,9.334,2.634,1.62
Control of Corruption: Estimate,float64,615,180,596,7,-1.97,2.403,22.642,0.0,-0.026,-0.226,1.003,-0.683,0.379
Control of Corruption: Number of Sources,float64,615,180,15,14,1.0,15.0,22.642,0.0,8.473,9.0,3.271,-0.349,-0.712
Control of Corruption: Percentile Rank,float64,615,180,403,193,0.0,100.0,22.642,0.377,49.185,48.113,29.154,-1.188,0.06
"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",float64,615,180,233,143,0.0,98.585,22.642,4.025,39.85,33.333,28.756,-1.048,0.339
"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",float64,615,180,232,144,1.887,100.0,22.642,0.0,57.619,58.095,28.245,-1.157,-0.139
Control of Corruption: Standard Error,float64,615,180,345,90,0.145,0.464,22.642,0.0,0.196,0.167,0.072,5.238,2.376
CountryShortName,object,795,0,265,265,.,.,0.0,0.0,.,.,.,.,.
Coverage of social insurance programs (% of population),float64,3,792,3,0,10.174,31.76,99.623,0.0,17.391,10.238,12.444,.,1.732
Coverage of social insurance programs in 2nd quintile (% of population),float64,3,792,3,0,3.89,27.002,99.623,0.0,11.928,4.891,13.065,.,1.721
Coverage of social insurance programs in 3rd quintile (% of population),float64,3,792,3,0,7.234,33.86,99.623,0.0,16.248,7.65,15.254,.,1.731
Coverage of social insurance programs in 4th quintile (% of population),float64,3,792,3,0,12.601,37.994,99.623,0.0,21.331,13.398,14.436,.,1.726
Coverage of social insurance programs in poorest quintile (% of population),float64,3,792,3,0,1.638,21.122,99.623,0.0,8.441,2.562,10.992,.,1.718
Coverage of social insurance programs in richest quintile (% of population),float64,3,792,3,0,23.583,38.811,99.623,0.0,29.003,24.614,8.51,.,1.704
Coverage of social protection and labor programs (% of population),float64,4,791,4,0,54.623,90.053,99.497,0.0,66.779,61.22,16.294,1.944,1.497
Coverage of social safety net programs (% of population),float64,4,791,4,0,30.168,87.482,99.497,0.0,56.872,54.92,25.18,-1.71,0.342
Coverage of social safety net programs in 2nd quintile (% of population),float64,4,791,4,0,46.543,94.167,99.497,0.0,66.577,62.799,21.377,-1.17,0.738
Coverage of social safety net programs in 3rd quintile (% of population),float64,4,791,4,0,25.445,91.472,99.497,0.0,56.864,55.269,27.956,-0.275,0.296
Coverage of social safety net programs in 4th quintile (% of population),float64,4,791,4,0,10.662,86.001,99.497,0.0,49.256,50.18,32.547,-1.32,-0.134
Coverage of social safety net programs in poorest quintile (% of population),float64,4,791,4,0,59.964,96.677,99.497,0.0,74.163,70.006,16.182,1.254,1.239
Coverage of social safety net programs in richest quintile (% of population),float64,4,791,4,0,2.819,69.095,99.497,0.0,37.511,39.064,30.353,-3.261,-0.182
Coverage of unemployment benefits and ALMP (% of population),float64,3,792,3,0,1.051,10.386,99.623,0.0,4.192,1.139,5.364,.,1.732
Coverage of unemployment benefits and ALMP in 2nd quintile (% of population),float64,3,792,3,0,0.888,10.718,99.623,0.0,4.476,1.823,5.425,.,1.674
Coverage of unemployment benefits and ALMP in 3rd quintile (% of population),float64,3,792,3,0,0.935,10.968,99.623,0.0,4.334,1.1,5.746,.,1.73
Coverage of unemployment benefits and ALMP in 4th quintile (% of population),float64,3,792,3,0,0.879,11.466,99.623,0.0,4.446,0.993,6.08,.,1.731
Coverage of unemployment benefits and ALMP in poorest quintile (% of population),float64,3,792,3,0,1.123,8.617,99.623,0.0,3.832,1.758,4.156,.,1.687
Coverage of unemployment benefits and ALMP in richest quintile (% of population),float64,3,792,3,0,0.138,10.161,99.623,0.0,3.872,1.317,5.478,.,1.642
Crop production index (2014-2016 = 100),float64,390,405,380,10,53.79,198.07,50.943,0.0,108.243,105.485,20.271,2.262,0.807
Current account balance (% of GDP),float64,512,283,512,0,-52.986,42.053,35.597,0.0,-1.999,-2.129,10.781,3.446,-0.173
"Current account balance (BoP, current US$)",float64,515,280,515,0,-1012103000000.0,443374257116.43,35.22,0.0,3671929765.419,-265366219.402,85731087309.805,85.469,-6.672
"Current education expenditure, primary (% of total expenditure in primary public institutions)",float64,143,652,122,9,1.399,100.0,82.013,0.0,92.221,94.686,10.138,45.019,-5.419
"Current education expenditure, secondary (% of total expenditure in secondary public institutions)",float64,145,650,129,8,45.151,100.0,81.761,0.0,91.172,93.644,10.042,8.845,-2.715
"Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)",float64,145,650,131,11,36.471,100.0,81.761,0.0,89.644,92.213,10.922,6.303,-2.257
"Current education expenditure, total (% of total expenditure in public institutions)",float64,147,648,137,7,38.195,100.0,81.509,0.0,90.566,93.056,9.778,8.032,-2.594
Current health expenditure (% of GDP),float64,256,539,251,5,2.205,21.828,67.799,0.0,7.378,6.739,3.299,1.944,1.138
Current health expenditure per capita (current US$),float64,255,540,250,5,17.64,12473.791,67.925,0.0,1631.993,468.0,2535.252,4.355,2.148
"Current health expenditure per capita, PPP (current international $)",float64,255,540,254,1,33.766,12473.791,67.925,0.0,2117.748,1028.668,2553.713,2.602,1.698
Customs and other import duties (% of tax revenue),float64,191,604,191,0,-0.016,44.012,75.975,0.0,7.825,4.734,8.049,2.69,1.607
Customs and other import duties (current LCU),float64,191,604,191,0,-1199480.936,50327949354717.0,75.975,0.0,935861153002.743,18719236677.08,4721556048247.495,83.773,8.837
DEC alternative conversion factor (LCU per US$),float64,634,161,412,44,0.302,353510.128,20.252,0.0,2224.721,9.864,19336.727,235.307,14.725
"Death rate, crude (per 1,000 people)",float64,524,271,469,40,1.08,21.7,34.088,0.0,8.538,8.146,2.999,2.196,1.033
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",float64,396,399,394,1,0.0,373477697233.9,50.189,0.377,14129112002.062,627089667.1,52120243295.305,32.926,5.599
"Debt service on external debt, total (TDS, current US$)",float64,396,399,396,0,430520.6,1356611366412.4,50.189,0.0,47515928499.67,1595837388.95,185015452408.101,30.618,5.437
Debt service to exports (%),float64,437,358,423,13,0.136,58.451,45.031,0.0,8.51,6.875,6.915,9.368,2.344
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),float64,3,792,3,0,28.2,74.1,99.623,0.0,56.233,66.4,24.581,.,-1.543
Deposit interest rate (%),float64,304,491,291,7,-0.419,94.997,61.761,0.0,4.872,2.555,8.601,51.694,6.289
"Depositors with commercial banks (per 1,000 adults)",float64,303,492,268,28,39.828,2902.272,61.887,0.0,947.513,857.265,590.984,-0.052,0.54
Diabetes prevalence (% of population ages 20 to 79),float64,260,535,151,50,1.1,30.8,67.296,0.0,9.097,8.0,4.928,2.258,1.347
Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),float64,5,790,5,0,21.0,51.0,99.371,0.0,42.12,45.8,12.32,3.399,-1.806
Diarrhea treatment (% of children under 5 who received ORS packet),float64,7,788,5,1,19.5,60.6,99.119,0.0,47.557,58.1,19.281,-0.904,-1.167
Dimension 1.5: Data use by international organizations,float64,651,144,20,20,0.1,1.0,18.113,0.0,0.764,0.8,0.227,-0.586,-0.698
Dimension 2.1: Data Releases,float64,651,144,3,3,0.0,1.0,18.113,10.943,0.613,0.5,0.333,-0.786,-0.29
Dimension 2.2: Online access,float64,580,215,296,184,0.014,1.0,27.044,0.0,0.522,0.499,0.209,-0.753,0.189
Dimension 2.2: Online access - Download Options Score,float64,580,215,213,145,0.024,1.0,27.044,0.0,0.425,0.404,0.21,-0.566,0.45
Dimension 2.2: Online access - Machine Readability Score,float64,580,215,187,125,0.0,1.0,27.044,4.906,0.54,0.588,0.34,-1.418,-0.19
Dimension 2.2: Online access - Metadata Available Score,float64,580,215,168,122,0.0,1.0,27.044,0.377,0.512,0.483,0.178,0.493,0.452
Dimension 2.2: Online access - Non-Proprietary format Score,float64,580,215,136,96,0.0,1.0,27.044,0.126,0.796,0.862,0.2,2.498,-1.56
Dimension 2.2: Online access - Terms of Use Score,float64,580,215,117,87,0.0,1.0,27.044,29.434,0.339,0.092,0.382,-1.394,0.554
Dimension 2.4: Data services,float64,573,222,2,2,0.0,1.0,27.925,9.434,0.869,1.0,0.338,2.826,-2.194
Dimension 3.1: Social Statistics,float64,645,150,538,79,0.047,0.983,18.868,0.0,0.67,0.731,0.214,1.036,-1.335
Dimension 3.2: Economic Statistics,float64,645,150,389,143,0.11,1.0,18.868,0.0,0.747,0.799,0.178,2.007,-1.486
Dimension 3.3: Environmental Statistics,float64,645,150,72,56,0.2,1.0,18.868,0.0,0.616,0.666,0.204,-0.855,-0.226
Dimension 3.4: Institutional Statistics,float64,645,150,186,103,0.028,1.0,18.868,0.0,0.692,0.745,0.21,0.946,-1.191
Dimension 4.1: Censuses and Surveys - Censuses only,float64,570,225,7,7,0.0,1.0,28.302,1.509,0.759,0.833,0.287,-0.151,-0.997
Dimension 4.1: Censuses and Surveys - Surveys only,float64,570,225,27,26,0.0,1.0,28.302,1.132,0.6,0.6,0.288,-1.049,-0.282
Dimension 4.2: Administrative Data,float64,651,144,3,3,0.0,1.0,18.113,27.547,0.631,1.0,0.466,-1.628,-0.545
Dimension 4.3: Geospatial Data,float64,580,215,133,105,0.0,0.795,27.044,2.264,0.274,0.274,0.152,0.158,0.393
Dimension 5.1: Legislation and governance,float64,530,265,2,2,0.0,1.0,33.333,11.572,0.826,1.0,0.379,0.992,-1.729
Dimension 5.2: Standards and Methods,float64,573,222,20,20,0.05,1.0,27.925,0.0,0.63,0.6,0.247,-0.97,0.007
Dimension 5.5: Finance,float64,474,321,2,2,0.0,1.0,40.377,21.132,0.646,1.0,0.479,-1.634,-0.611
Discrepancy in expenditure estimate of GDP (constant LCU),float64,386,409,264,7,-195940706686100.0,317296482496220.0,51.447,13.585,1237117335984.325,0.0,26590629937783.555,97.937,7.373
Discrepancy in expenditure estimate of GDP (current LCU),float64,492,303,267,18,-350432405884700.0,2036316708500616.0,38.113,19.748,11211375962623.713,0.0,131294428353637.05,153.566,11.86
Domestic credit provided by financial sector (% of GDP),float64,146,649,143,3,8.847,391.252,81.635,0.0,87.886,64.303,71.999,5.304,2.111
Domestic credit to private sector (% of GDP),float64,572,223,565,5,0.003,286.557,28.05,0.0,61.708,47.601,49.888,1.87,1.41
Domestic credit to private sector by banks (% of GDP),float64,603,192,597,6,0.003,286.557,24.151,0.0,54.421,45.456,43.271,3.878,1.682
Domestic general government health expenditure (% of GDP),float64,243,552,239,4,0.318,12.628,69.434,0.0,4.05,3.427,2.642,-0.079,0.766
Domestic general government health expenditure (% of current health expenditure),float64,243,552,242,1,3.303,93.253,69.434,0.0,53.43,55.599,21.226,-0.832,-0.299
Domestic general government health expenditure (% of general government expenditure),float64,212,583,211,1,1.601,26.105,73.333,0.0,11.61,11.166,5.246,-0.629,0.255
Domestic general government health expenditure per capita (current US$),float64,242,553,242,0,2.686,7871.0,69.56,0.0,1016.689,244.654,1731.739,3.911,2.169
"Domestic general government health expenditure per capita, PPP (current international $)",float64,242,553,240,2,5.357,7889.03,69.56,0.0,1293.757,527.353,1751.138,2.096,1.714
Domestic private health expenditure (% of current health expenditure),float64,243,552,241,2,2.652,83.796,69.434,0.0,37.329,36.79,17.61,-0.413,0.222
Domestic private health expenditure per capita (current US$),float64,242,553,239,3,3.87,6951.103,69.56,0.0,405.163,146.471,758.41,34.688,5.105
"Domestic private health expenditure per capita, PPP (current international $)",float64,242,553,241,1,4.448,5739.759,69.56,0.0,565.357,352.417,742.797,20.682,3.792
"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",float64,219,576,197,5,0.0,26.555,72.453,2.264,1.019,0.428,3.074,57.061,7.382
"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",float64,225,570,207,5,0.0,23.089,71.698,1.887,1.134,0.568,2.457,55.915,6.925
"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",float64,227,568,213,3,0.0,25.009,71.447,1.635,1.055,0.456,2.718,57.557,7.253
"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",float64,240,555,236,3,0.0,58.192,69.811,0.377,20.599,19.573,13.714,-0.907,0.224
"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",float64,240,555,237,3,0.0,65.529,69.811,0.252,19.365,18.312,12.19,0.555,0.704
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",float64,240,555,237,3,0.0,61.091,69.811,0.252,19.916,18.53,12.649,-0.465,0.359
"Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)",float64,214,581,206,3,0.0,28.911,73.082,0.881,7.995,4.101,7.686,-0.558,0.759
"Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)",float64,215,580,208,3,0.0,32.672,72.956,0.755,7.857,5.3,7.071,-0.02,0.788
"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",float64,215,580,206,5,0.0,28.164,72.956,0.755,7.921,4.513,7.315,-0.587,0.706
"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",float64,278,517,276,2,4.45,99.96,65.031,0.0,69.429,73.777,26.404,-0.406,-0.776
"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",float64,279,516,276,3,11.504,100.0,64.906,0.0,73.411,78.748,23.602,-0.331,-0.787
"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",float64,279,516,276,3,8.446,99.98,64.906,0.0,71.249,75.618,24.949,-0.384,-0.773
"Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)",float64,220,575,218,2,0.0,76.87,72.327,0.126,31.505,29.308,17.797,-0.56,0.335
