Feature,Dtype,# Count,# NaN,# Unique,# Dupes,Min,Max,% NaN,% Zero,Mean,Median,Std Dev,Kurtosis (3),Skew (0)
"Contributing family workers, total (% of total employment) (modeled ILO estimate)",float64,186,69,186,0,0.002,6.751,27.059,0.0,0.908,0.441,1.269,7.341,2.67
Control of Corruption: Estimate,float64,219,36,201,6,-1.105,2.403,14.118,0.0,0.945,0.968,0.745,-0.557,-0.206
Control of Corruption: Number of Sources,float64,219,36,12,12,1.0,12.0,14.118,0.0,7.379,9.0,3.697,-1.065,-0.574
Control of Corruption: Percentile Rank,float64,219,36,154,50,15.566,100.0,14.118,0.0,77.296,80.952,17.679,0.714,-0.952
"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",float64,219,36,113,45,7.547,98.585,14.118,0.0,67.831,66.667,20.322,-0.1,-0.564
"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",float64,219,36,89,48,21.698,100.0,14.118,0.0,83.925,89.151,15.703,1.667,-1.285
Control of Corruption: Standard Error,float64,219,36,100,34,0.145,0.464,14.118,0.0,0.22,0.171,0.1,1.017,1.564
CountryShortName,object,255,0,85,85,.,.,0.0,0.0,.,.,.,.,.
Crop production index (2014-2016 = 100),float64,128,127,126,2,53.79,182.29,49.804,0.0,102.661,100.87,18.995,4.7,1.483
Current account balance (% of GDP),float64,190,65,190,0,-52.986,37.017,25.49,0.0,1.075,0.759,11.421,4.747,-0.665
"Current account balance (BoP, current US$)",float64,190,65,190,0,-1012103000000.0,301422571945.815,25.49,0.0,4045750285.327,270380140.166,129010880678.445,43.274,-5.908
"Current education expenditure, primary (% of total expenditure in primary public institutions)",float64,64,191,59,1,75.515,100.0,74.902,0.0,93.343,95.511,5.835,0.126,-0.873
"Current education expenditure, secondary (% of total expenditure in secondary public institutions)",float64,63,192,60,1,45.151,100.0,75.294,0.0,90.553,94.223,12.425,7.507,-2.755
"Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)",float64,60,195,59,1,59.496,100.0,76.471,0.0,89.191,91.64,9.109,2.16,-1.554
"Current education expenditure, total (% of total expenditure in public institutions)",float64,59,196,58,1,55.069,100.0,76.863,0.0,89.503,92.295,10.104,4.377,-2.129
Current health expenditure (% of GDP),float64,80,175,79,1,2.205,17.363,68.627,0.0,8.87,9.021,2.906,0.687,0.367
Current health expenditure per capita (current US$),float64,80,175,80,0,470.569,12473.791,68.627,0.0,3902.771,3028.0,2828.435,0.425,0.969
"Current health expenditure per capita, PPP (current international $)",float64,79,176,79,0,1133.619,12473.791,69.02,0.0,4675.542,4366.951,2426.533,0.66,0.823
Customs and other import duties (% of tax revenue),float64,45,210,45,0,-0.016,11.936,82.353,0.0,2.061,0.892,2.766,5.064,2.137
Customs and other import duties (current LCU),float64,45,210,45,0,-1199480.936,9810011835559.0,82.353,0.0,480140237556.363,3492954000.0,1925249509351.401,19.703,4.527
DEC alternative conversion factor (LCU per US$),float64,247,8,118,25,0.302,1305.662,3.137,0.0,41.28,1.0,168.574,36.467,5.872
"Death rate, crude (per 1,000 people)",float64,164,91,127,24,1.08,21.7,35.686,0.0,8.944,8.993,3.609,0.772,0.481
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",float64,3,252,3,0,79447781.9,98453840.9,98.824,0.0,87208436.5,83723686.7,9970716.151,.,1.381
"Debt service on external debt, total (TDS, current US$)",float64,3,252,3,0,110159796.5,366747993.2,98.824,0.0,206273688.967,141913277.2,139878778.317,.,1.632
Debt service to exports (%),float64,3,252,3,0,0.761,1.694,98.824,0.0,1.088,0.808,0.526,.,1.716
Deposit interest rate (%),float64,78,177,75,2,-0.419,13.118,69.412,0.0,2.255,1.5,2.685,3.858,1.948
"Depositors with commercial banks (per 1,000 adults)",float64,55,200,55,0,731.523,2902.272,78.431,0.0,1495.437,1377.22,460.942,2.154,1.274
Diabetes prevalence (% of population ages 20 to 79),float64,81,174,59,17,3.0,25.2,68.235,0.0,9.612,7.7,5.451,1.203,1.369
Dimension 1.5: Data use by international organizations,float64,255,0,11,10,0.2,1.0,0.0,0.0,0.763,0.9,0.254,-1.314,-0.508
Dimension 2.1: Data Releases,float64,255,0,3,3,0.0,1.0,0.0,27.059,0.629,1.0,0.429,-1.441,-0.525
Dimension 2.2: Online access,float64,196,59,118,65,0.129,1.0,23.137,0.0,0.665,0.709,0.206,-0.525,-0.619
Dimension 2.2: Online access - Download Options Score,float64,196,59,106,61,0.107,1.0,23.137,0.0,0.545,0.576,0.239,-1.203,-0.221
Dimension 2.2: Online access - Machine Readability Score,float64,196,59,65,37,0.0,1.0,23.137,2.745,0.766,0.893,0.273,1.074,-1.441
Dimension 2.2: Online access - Metadata Available Score,float64,196,59,103,64,0.148,1.0,23.137,0.0,0.623,0.638,0.207,-0.866,-0.113
Dimension 2.2: Online access - Non-Proprietary format Score,float64,196,59,63,42,0.333,1.0,23.137,0.0,0.84,0.905,0.166,0.733,-1.142
Dimension 2.2: Online access - Terms of Use Score,float64,196,59,62,40,0.0,1.0,23.137,14.118,0.55,0.521,0.381,-1.479,-0.321
Dimension 2.4: Data services,float64,183,72,2,2,0.0,1.0,28.235,5.49,0.923,1.0,0.267,8.415,-3.213
Dimension 3.1: Social Statistics,float64,252,3,226,19,0.047,0.94,1.176,0.0,0.558,0.625,0.275,-1.268,-0.5
Dimension 3.2: Economic Statistics,float64,252,3,169,43,0.11,0.972,1.176,0.0,0.674,0.767,0.238,-0.65,-0.793
Dimension 3.3: Environmental Statistics,float64,252,3,59,40,0.2,1.0,1.176,0.0,0.588,0.611,0.261,-1.382,0.027
Dimension 3.4: Institutional Statistics,float64,252,3,115,49,0.028,0.938,1.176,0.0,0.624,0.717,0.271,-0.811,-0.722
Dimension 4.1: Censuses and Surveys - Censuses only,float64,180,75,5,5,0.333,1.0,29.412,0.0,0.883,1.0,0.195,0.97,-1.458
Dimension 4.1: Censuses and Surveys - Surveys only,float64,180,75,18,18,0.0,1.0,29.412,1.176,0.754,0.934,0.303,0.017,-1.206
Dimension 4.2: Administrative Data,float64,255,0,2,2,0.5,1.0,0.0,0.0,0.988,1.0,0.076,38.294,-6.324
Dimension 4.3: Geospatial Data,float64,196,59,84,52,0.0,0.795,23.137,2.353,0.308,0.302,0.181,-0.3,0.263
Dimension 5.1: Legislation and governance,float64,199,56,2,2,0.0,1.0,21.961,6.667,0.915,1.0,0.28,7.004,-2.989
Dimension 5.2: Standards and Methods,float64,183,72,19,17,0.05,1.0,28.235,0.0,0.814,0.95,0.241,0.468,-1.216
Dimension 5.5: Finance,float64,190,65,2,2,0.0,1.0,25.49,6.667,0.911,1.0,0.286,6.475,-2.9
Discrepancy in expenditure estimate of GDP (constant LCU),float64,153,102,67,2,-5488000000000.0,5023405300000.0,40.0,33.333,-52651777216.745,0.0,713723823749.997,42.694,-1.629
Discrepancy in expenditure estimate of GDP (current LCU),float64,178,77,81,8,-2051718884100.0,2907911913500.0,30.196,30.588,5945233839.426,0.0,288480322101.79,73.937,4.021
Domestic credit provided by financial sector (% of GDP),float64,26,229,26,0,32.505,391.252,89.804,0.0,148.026,127.378,111.2,0.316,1.14
Domestic credit to private sector (% of GDP),float64,149,106,149,0,19.649,286.557,41.569,0.0,86.678,69.622,54.669,1.869,1.367
Domestic credit to private sector by banks (% of GDP),float64,162,93,162,0,3.533,286.557,36.471,0.0,77.307,67.693,49.216,4.026,1.677
Domestic general government health expenditure (% of GDP),float64,68,187,67,1,2.056,11.343,73.333,0.0,6.292,6.07,2.179,-0.788,0.183
Domestic general government health expenditure (% of current health expenditure),float64,68,187,68,0,36.213,93.253,73.333,0.0,72.924,74.762,12.24,0.076,-0.67
Domestic general government health expenditure (% of general government expenditure),float64,68,187,67,1,7.057,22.42,73.333,0.0,14.976,14.773,3.849,-0.725,0.066
Domestic general government health expenditure per capita (current US$),float64,68,187,68,0,318.071,7871.0,73.333,0.0,2806.629,2009.949,2145.229,-0.635,0.763
"Domestic general government health expenditure per capita, PPP (current international $)",float64,67,188,67,0,665.041,7889.03,73.725,0.0,3284.373,2663.872,1848.254,-0.706,0.572
Domestic private health expenditure (% of current health expenditure),float64,68,187,68,0,2.716,63.787,73.333,0.0,26.448,25.238,12.025,0.183,0.538
Domestic private health expenditure per capita (current US$),float64,68,187,68,0,41.547,6951.103,73.333,0.0,949.807,786.209,1033.648,20.92,4.144
"Domestic private health expenditure per capita, PPP (current international $)",float64,67,188,67,0,50.881,5739.759,73.725,0.0,1150.316,1004.026,918.389,14.768,3.381
"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",float64,108,147,104,1,0.0,26.555,57.647,1.961,1.594,0.717,4.16,30.916,5.609
"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",float64,108,147,104,2,0.0,23.089,57.647,1.569,1.743,1.057,3.237,33.885,5.633
"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",float64,108,147,105,1,0.0,25.009,57.647,1.569,1.672,0.903,3.677,31.869,5.605
"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",float64,108,147,108,0,0.116,51.81,57.647,0.0,30.65,31.326,9.503,0.503,-0.55
"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",float64,108,147,108,0,0.18,50.5,57.647,0.0,27.052,26.158,9.613,0.036,-0.079
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",float64,108,147,108,0,0.148,51.07,57.647,0.0,28.719,29.455,9.065,0.487,-0.497
"Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)",float64,104,151,102,1,0.0,26.571,59.216,1.176,12.669,13.223,6.524,-0.567,-0.03
"Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)",float64,104,151,103,1,0.0,32.672,59.216,0.784,12.035,13.126,5.915,1.345,0.236
"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",float64,104,151,102,2,0.0,28.164,59.216,0.784,12.381,13.154,6.062,-0.225,-0.121
"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",float64,117,138,117,0,62.53,99.876,54.118,0.0,88.277,90.449,10.188,0.081,-0.961
"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",float64,117,138,116,1,59.294,99.842,54.118,0.0,89.584,92.715,10.625,0.938,-1.342
"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",float64,117,138,117,0,61.02,99.855,54.118,0.0,88.841,91.535,10.278,0.441,-1.12
"Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)",float64,107,148,107,0,5.242,76.87,58.039,0.0,41.517,39.191,14.466,-0.252,0.283
"Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)",float64,107,148,107,0,4.733,75.58,58.039,0.0,37.333,36.271,14.696,0.038,0.369
"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",float64,107,148,107,0,5.084,76.29,58.039,0.0,39.314,38.409,14.332,0.0,0.336
"Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)",float64,123,132,112,1,76.585,100.0,51.765,0.0,96.151,98.184,4.751,3.65,-1.823
"Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)",float64,123,132,110,1,75.375,100.0,51.765,0.0,97.096,99.15,4.105,7.128,-2.325
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",float64,123,132,110,1,76.125,100.0,51.765,0.0,96.636,98.652,4.297,5.252,-2.001
"Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)",float64,117,138,117,0,5.242,69.217,54.118,0.0,36.45,36.958,11.953,-0.112,0.135
"Educational attainment, at least completed short-cycle tertiary, population 25+, male (%) (cumulative)",float64,117,138,117,0,4.733,66.82,54.118,0.0,32.402,32.871,12.211,0.061,0.462
"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",float64,117,138,117,0,5.084,68.039,54.118,0.0,34.372,35.17,11.714,0.104,0.293
"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",float64,123,132,123,0,32.94,95.454,51.765,0.0,73.441,76.483,13.283,0.47,-0.848
"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",float64,123,132,123,0,29.733,95.115,51.765,0.0,74.007,78.747,15.594,0.418,-1.022
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",float64,123,132,123,0,31.467,95.289,51.765,0.0,73.518,78.04,14.308,0.386,-0.934
"Employers, female (% of female employment) (modeled ILO estimate)",float64,186,69,186,0,0.29,6.102,27.059,0.0,2.044,1.936,1.102,1.557,0.938
"Employers, male (% of male employment) (modeled ILO estimate)",float64,186,69,186,0,0.247,9.813,27.059,0.0,4.463,4.758,2.129,-0.459,-0.106
"Employers, total (% of total employment) (modeled ILO estimate)",float64,186,69,186,0,0.269,7.892,27.059,0.0,3.362,3.474,1.618,-0.241,0.123
Employment in agriculture (% of total employment) (modeled ILO estimate),float64,186,69,186,0,0.091,18.867,27.059,0.0,3.675,2.602,3.461,5.69,2.221
"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",float64,186,69,186,0,0.011,18.223,27.059,0.0,2.218,1.32,2.785,14.015,3.285
"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",float64,186,69,186,0,0.101,20.264,27.059,0.0,4.76,3.521,4.163,3.886,1.913
Employment in industry (% of total employment) (modeled ILO estimate),float64,186,69,186,0,9.192,42.08,27.059,0.0,22.25,20.043,7.059,-0.035,0.687
"Employment in industry, female (% of female employment) (modeled ILO estimate)",float64,186,69,186,0,3.467,22.789,27.059,0.0,10.476,9.288,4.733,0.128,0.861
"Employment in industry, male (% of male employment) (modeled ILO estimate)",float64,186,69,186,0,13.887,49.602,27.059,0.0,30.935,29.453,8.068,-0.442,0.264
Employment in services (% of total employment) (modeled ILO estimate),float64,186,69,186,0,48.829,89.727,27.059,0.0,74.075,74.941,8.603,0.062,-0.587
"Employment in services, female (% of female employment) (modeled ILO estimate)",float64,186,69,186,0,59.503,96.106,27.059,0.0,87.306,89.224,6.542,3.124,-1.36
"Employment in services, male (% of male employment) (modeled ILO estimate)",float64,186,69,186,0,40.44,84.71,27.059,0.0,64.305,65.304,9.734,-0.501,-0.176
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",float64,186,69,186,0,27.121,68.185,27.059,0.0,50.554,51.754,8.344,0.641,-0.795
"Employment to population ratio, 15+, female (%) (national estimate)",float64,154,101,154,0,28.585,90.558,39.608,0.0,52.339,52.812,8.193,3.306,-0.054
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",float64,186,69,186,0,43.929,95.527,27.059,0.0,65.457,64.568,9.172,1.484,0.912
"Employment to population ratio, 15+, male (%) (national estimate)",float64,154,101,153,1,51.939,95.35,39.608,0.0,65.581,65.066,7.428,2.584,1.131
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",float64,186,69,185,1,36.353,87.461,27.059,0.0,58.558,58.822,7.939,2.067,0.387
"Employment to population ratio, 15+, total (%) (national estimate)",float64,154,101,152,2,43.33,89.222,39.608,0.0,59.192,59.088,6.937,3.312,0.88
"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",float64,186,69,186,0,9.333,76.168,27.059,0.0,33.358,29.62,15.821,-0.13,0.735
"Employment to population ratio, ages 15-24, female (%) (national estimate)",float64,152,103,152,0,9.842,81.172,40.392,0.0,35.47,29.633,16.741,-0.376,0.704
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",float64,186,69,186,0,15.618,76.75,27.059,0.0,38.97,35.941,13.138,-0.23,0.697
"Employment to population ratio, ages 15-24, male (%) (national estimate)",float64,152,103,152,0,15.602,78.085,40.392,0.0,39.762,36.112,13.845,-0.351,0.653
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",float64,186,69,186,0,13.442,76.464,27.059,0.0,36.422,32.223,13.897,-0.067,0.793
"Employment to population ratio, ages 15-24, total (%) (national estimate)",float64,152,103,152,0,13.36,79.588,40.392,0.0,37.784,33.078,14.896,-0.29,0.726
Energy intensity level of primary energy (MJ/$2017 PPP GDP),float64,127,128,115,12,0.5,18.72,50.196,0.0,4.014,3.12,2.998,6.191,2.294
Expense (% of GDP),float64,97,158,97,0,3.875,54.83,61.961,0.0,34.64,35.954,10.036,0.656,-0.622
Expense (current LCU),float64,97,158,97,0,691401156.0,727286290547353.0,61.961,0.0,19997102149400.363,378611000000.0,98724450810366.2,42.761,6.49
Export unit value index (2015 = 100),float64,228,27,201,23,67.8,288.0,10.588,0.0,134.282,133.65,28.761,4.501,1.239
Export value index (2015 = 100),float64,75,180,75,0,28.88,1110.8,70.588,0.0,142.862,132.789,124.317,51.02,6.618
Export volume index (2015 = 100),float64,75,180,75,0,25.424,1017.903,70.588,0.0,116.571,106.54,111.77,58.94,7.28
Exports as a capacity to import (constant LCU),float64,172,83,172,0,15956643.097,797767415437937.1,32.549,0.0,18035029300822.54,388822056800.416,102811744161980.06,51.356,7.184
Exports of goods and services (% of GDP),float64,191,64,191,0,3.096,213.223,25.098,0.0,64.52,53.678,42.272,3.131,1.657
"Exports of goods and services (BoP, current US$)",float64,190,65,190,0,10566000.0,3071813000000.0,25.49,0.0,318316607490.834,108227564636.709,493939267096.298,11.741,2.991
Exports of goods and services (annual % growth),float64,173,82,173,0,-73.539,323.913,32.157,0.0,10.809,6.323,32.787,50.866,5.853
Exports of goods and services (constant 2015 US$),float64,173,82,173,0,15888812.383,2510039729833.41,32.157,0.0,298674861561.695,106869044969.869,433675700181.524,9.237,2.687
Exports of goods and services (constant LCU),float64,173,82,173,0,16300000.0,907353400000000.0,32.157,0.0,19582302348764.004,318944000000.0,115766178247139.84,52.187,7.253
